file,gameName,stateClass,status,moves,durationMs,error
Equi Game System,Equi Game System,EquiGameSystemState,PLAYOUT_FAIL,0,286,NullPointerException: Cannot invoke "java.util.Map.keySet()" because the return value of "other.state.State.mapRememberingValues()" is null
Faraday,Faraday,FaradayState,PLAYOUT_FAIL,0,95,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.propositions()" is null
Flowers,Flowers,FlowersState,OK,53,67,
Freeze Frenzy,Freeze Frenzy,FreezeFrenzyState,OK,50,29,
Goldilocks Stones,Goldilocks Stones,GoldilocksStonesState,OK,40,48,
Ciri Amber,Ciri Amber,CiriAmberState,OK,21,48,
CrossGeo,CrossGeo,CrossGeoState,OK,25,22,
Ilpion,Ilpion,IlpionState,OK,23,22,
LastEdge,LastEdge,LastEdgeState,OK,21,27,
Line and Cross,Line and Cross,LineAndCrossState,OK,25,19,
Nedilmarth,Nedilmarth,NedilmarthState,OK,17,22,
Nein Ari,Nein Ari,NeinAriState,OK,15,24,
OddEvenTree,OddEvenTree,OddEvenTreeState,OK,8,16,
Onek Rong,Onek Rong,OnekRongState,OK,33,29,
Oriath,Oriath,OriathState,OK,21,22,
Radran,Radran,RadranState,OK,34,36,
SpanRups,SpanRups,SpanRupsState,OK,57,35,
Windir,Windir,WindirState,OK,28,19,
Greater Even Loss,Greater Even Loss,GreaterEvenLossState,OK,1,30,
Greater Loss,Greater Loss,GreaterLossState,OK,8,34,
Greater,Greater,GreaterState,OK,18,34,
Greatest Loss,Greatest Loss,GreatestLossState,OK,4,26,
Havabu,Havabu,HavabuState,OK,27,39,
Hexifact,Hexifact,HexifactState,PLAYOUT_FAIL,0,56,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Hops-a-Daisy Generalized,Hops-a-Daisy Generalized,HopsADaisyGeneralizedState,PLAYOUT_FAIL,0,220,NullPointerException: Cannot invoke "java.util.Map.keySet()" because the return value of "other.state.State.mapRememberingValues()" is null
HopThrough,HopThrough,HopThroughState,OK,57,32,
Hordes Realm,Hordes Realm,?,START_FAIL,0,322,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Morpharaoh,Morpharaoh,MorpharaohState,OK,50,89,
Mutant Y^3,Mutant Y^3,MutantY3State,OK,29,409,
N-Mesh,N-Mesh,NMeshState,OK,14,242,
Netted,Netted,NettedState,PLAYOUT_FAIL,0,1012,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
OffShore,OffShore,OffShoreState,PLAYOUT_FAIL,0,111,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Or Thella,Or Thella,OrThellaState,OK,62,70,
Parry,Parry,ParryState,OK,39,401,
Polypods,Polypods,PolypodsState,PLAYOUT_FAIL,0,358,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Rabbit Warrens,Rabbit Warrens,RabbitWarrensState,TIMEOUT,2180,10001,exceeded 10000ms
Rascals,Rascals,RascalsState,PLAYOUT_FAIL,0,141,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.toArray()" because the return value of "other.state.State.rememberingValues()" is null
Skirt,Skirt,SkirtState,TIMEOUT,29,10216,exceeded 10000ms
SnipSnip,SnipSnip,SnipSnipState,OK,14,79,
Sprout-R-Out,Sprout-R-Out,SproutROutState,PLAYOUT_FAIL,0,812,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Squish,Squish,SquishState,OK,31,70,
Tennessee Waltz,Tennessee Waltz,TennesseeWaltzState,OK,27,141,
The SmallHolder,The SmallHolder,TheSmallHolderState,PLAYOUT_FAIL,0,115,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Tri-It-Out,Tri-It-Out,TriItOutState,OK,18,1342,
Unlace,Unlace,UnlaceState,OK,507,54,
Veloop (Hex),Veloop (Hex),VeloopHexState,PLAYOUT_FAIL,0,75,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Veloop (Square),Veloop (Square),VeloopSquareState,PLAYOUT_FAIL,0,89,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Watershed,Watershed,WatershedState,OK,60,106,
Wild Draughts,Wild Draughts,WildDraughtsState,PLAYOUT_FAIL,0,94,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Windflowers,Windflowers,WindflowersState,PLAYOUT_FAIL,29,39,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Wrigglers Squared,Wrigglers Squared,WrigglersSquaredState,PLAYOUT_FAIL,0,62,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Wrigglers,Wrigglers,WrigglersState,PLAYOUT_FAIL,0,68,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
YavaGo,YavaGo,YavaGoState,OK,37,48,
Zombego,Zombego,ZombegoState,OK,18,1330,
Aksadyuta,Aksadyuta,AksadyutaState,OK,2,25,
CoDi,CoDi,CoDiState,OK,80,19,
Contagion,Contagion,ContagionState,OK,73,45,
Crossline,Crossline,CrosslineState,OK,13,62,
DisPath,DisPath,DisPathState,OK,38,25,
Dots and Boxes,Dots and Boxes,DotsAndBoxesState,OK,129,43,
Hackenbush,Hackenbush,HackenbushState,OK,6,20,
Hamiltonian Maze,Hamiltonian Maze,HamiltonianMazeState,OK,16,36,
Icosian,Icosian,IcosianState,OK,20,35,
MaxMatch,MaxMatch,MaxMatchState,OK,30,24,
Sim,Sim,SimState,OK,14,21,
Two-Colour,Two-Colour,TwoColourState,OK,17,29,
Wagner,Wagner,WagnerState,OK,5,23,
Chopsticks,Chopsticks,ChopsticksState,OK,2500,69,
Morra,Morra,MorraState,OK,47,44,
Rock-Paper-Scissors,Rock-Paper-Scissors,RockPaperScissorsState,OK,3,30,
Iterated Prisoners Dilemma,Iterated Prisoners Dilemma,IteratedPrisonersDilemmaState,OK,10,20,
Mastermind,Mastermind,MastermindState,OK,52,65,
Chomp,Chomp,ChompState,OK,5,23,
Fibonacci Nim,Fibonacci Nim,FibonacciNimState,OK,79,24,
Nim,Nim,NimState,OK,28,26,
So Long Sucker,So Long Sucker,SoLongSuckerState,OK,5000,79,
Anti-Knight Sudoku,Anti-Knight Sudoku,AntiKnightSudokuState,TIMEOUT,375,10014,exceeded 10000ms
Fill A Pix,Fill A Pix,FillAPixState,MOVE_LIMIT,5000,9924,exceeded 5000 moves
Futoshiki,Futoshiki,FutoshikiState,MOVE_LIMIT,5000,4938,exceeded 5000 moves
Hoshi,Hoshi,HoshiState,TIMEOUT,4108,10004,exceeded 10000ms
Kakuro,Kakuro,KakuroState,TIMEOUT,1543,10003,exceeded 10000ms
Killer Sudoku,Killer Sudoku,KillerSudokuState,TIMEOUT,1801,10008,exceeded 10000ms
Latin Square,Latin Square,LatinSquareState,MOVE_LIMIT,5000,4801,exceeded 5000 moves
Magic Hexagon,Magic Hexagon,MagicHexagonState,TIMEOUT,4167,10001,exceeded 10000ms
Magic Square,Magic Square,MagicSquareState,MOVE_LIMIT,5000,3074,exceeded 5000 moves
N Queens,N Queens,NQueensState,MOVE_LIMIT,5000,5332,exceeded 5000 moves
Samurai Sudoku,Samurai Sudoku,SamuraiSudokuState,TIMEOUT,270,10010,exceeded 10000ms
Slitherlink,Slitherlink,SlitherlinkState,MOVE_LIMIT,5000,9080,exceeded 5000 moves
Squaro,Squaro,SquaroState,MOVE_LIMIT,5000,2774,exceeded 5000 moves
Sudoku Mine,Sudoku Mine,SudokuMineState,MOVE_LIMIT,5000,9318,exceeded 5000 moves
Sudoku X,Sudoku X,SudokuXState,TIMEOUT,2322,10005,exceeded 10000ms
Sudoku,Sudoku,SudokuState,TIMEOUT,2414,10003,exceeded 10000ms
Sujiken,Sujiken,SujikenState,TIMEOUT,4891,10002,exceeded 10000ms
Takuzu,Takuzu,TakuzuState,MOVE_LIMIT,5000,9960,exceeded 5000 moves
Tridoku,Tridoku,TridokuState,TIMEOUT,2524,10001,exceeded 10000ms
2048,2048,G2048State,OK,129,169,
BoxOff,BoxOff,BoxOffState,OK,21,64,
Buttons And Lights,Buttons And Lights,ButtonsAndLightsState,OK,6,31,
Chase,Chase,ChaseState,OK,1,238,
Chess Puzzle,Chess Puzzle,ChessPuzzleState,OK,1,78,
Chuka,Chuka,ChukaState,OK,2,31,
Insanity,Insanity,InsanityState,OK,7,26,
Jiu Zi Xian Qi,Jiu Zi Xian Qi,JiuZiXianQiState,OK,9,21,
Knight's Tour,Knight's Tour,KnightSTourState,OK,41,32,
Labirintus,Labirintus,LabirintusState,MOVE_LIMIT,5000,239,exceeded 5000 moves
Lam Turki,Lam Turki,LamTurkiState,OK,12,25,
Lights Out,Lights Out,LightsOutState,OK,100,30,
Mawryngkneng Solitaire Game,Mawryngkneng Solitaire Game,MawryngknengSolitaireGameState,OK,591,28,
Maze,Maze,MazeState,OK,3,224,
Minesweeper,Minesweeper,MinesweeperState,OK,41,49,
Monty Hall Problem,Monty Hall Problem,MontyHallProblemState,OK,2,14,
Morpion Solitaire,Morpion Solitaire,MorpionSolitaireState,OK,26,1978,
N Puzzles,N Puzzles,NPuzzlesState,MOVE_LIMIT,5000,32,exceeded 5000 moves
Nao Gutiya Baithaneka,Nao Gutiya Baithaneka,NaoGutiyaBaithanekaState,OK,12,29,
Peg Solitaire,Peg Solitaire,PegSolitaireState,OK,23,24,
Pentalpha,Pentalpha,PentalphaState,OK,12,27,
Safe Passage,Safe Passage,SafePassageState,OK,2504,91,
Shisen-Sho,Shisen-Sho,ShisenShoState,OK,84,3102,
Shogi Puzzle,Shogi Puzzle,ShogiPuzzleState,OK,1,106,
Spalone,Spalone,SpaloneState,OK,21,54,
Spuzzle,Spuzzle,SpuzzleState,OK,21,64,
Tchoukaillon,Tchoukaillon,TchoukaillonState,OK,5,25,
Theseus and the Minotaur,Theseus and the Minotaur,TheseusAndTheMinotaurState,OK,4,54,
Tower of Hanoi,Tower of Hanoi,TowerOfHanoiState,OK,7,12,
Wumpus World,Wumpus World,WumpusWorldState,PLAYOUT_FAIL,0,25,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Comina,Comina,CominaState,OK,111,37,
Cumi,Cumi,CumiState,OK,217,34,
Fortresse,Fortresse,FortresseState,OK,455,36,
Haretavl (Horsens),Haretavl (Horsens),HaretavlHorsensState,OK,118,59,
Ijil Buga,Ijil Buga,IjilBugaState,OK,1231,78,
Ikh Buga,Ikh Buga,IkhBugaState,OK,2045,115,
Kuang,Kuang,KuangState,OK,2500,32,
Lay Gwet Kyah,Lay Gwet Kyah,LayGwetKyahState,OK,271,24,
Puma,Puma,PumaState,OK,195,33,
Raquithue,Raquithue,RaquithueState,OK,2,36,
Solitario,Solitario,SolitarioState,OK,21,27,
Talyn Buga,Talyn Buga,TalynBugaState,OK,771,52,
Barail,Barail,?,START_FAIL,0,51,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Los Romanos Rencontrat,Los Romanos Rencontrat,?,START_FAIL,0,33,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Nardshir,Nardshir,?,START_FAIL,0,50,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 1),Pasakakrida (Type 1),?,START_FAIL,0,44,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 2),Pasakakrida (Type 2),?,START_FAIL,0,47,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 3),Pasakakrida (Type 3),?,START_FAIL,0,54,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 4),Pasakakrida (Type 4),?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 5),Pasakakrida (Type 5),?,START_FAIL,0,46,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pasakakrida (Type 6),Pasakakrida (Type 6),?,START_FAIL,0,42,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tavlej,Tavlej,?,START_FAIL,0,49,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Bakkis,Bakkis,?,START_FAIL,0,83,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
A-i-u,A-i-u,AIUState,OK,341,94,
Abanga,Abanga,AbangaState,OK,58,27,
Mak Khom,Mak Khom,MakKhomState,OK,295,31,
Manddiare,Manddiare,ManddiareState,OK,258,96,
Mandinka Game,Mandinka Game,MandinkaGameState,PLAYOUT_FAIL,0,109,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.propositions()" is null
Mandoli,Mandoli,MandoliState,OK,128,43,
Owana,Owana,OwanaState,PLAYOUT_FAIL,0,54,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.propositions()" is null
Adzua (Children),Adzua (Children),AdzuaChildrenState,OK,23,35,
Adzua,Adzua,AdzuaState,OK,171,39,
Al-Qirq,Al-Qirq,AlQirqState,OK,113,29,
Ancient Merels,Ancient Merels,AncientMerelsState,OK,140,34,
Ashanti Alignment Game,Ashanti Alignment Game,AshantiAlignmentGameState,OK,32,35,
Atidada,Atidada,AtidadaState,OK,408,27,
Banyarwanda Mill Game,Banyarwanda Mill Game,BanyarwandaMillGameState,OK,11,18,
Cashlan Gherra,Cashlan Gherra,CashlanGherraState,OK,21,20,
Che Lo,Che Lo,CheLoState,PLAYOUT_FAIL,0,34,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Davxar Zirge (Type 1),Davxar Zirge (Type 1),DavxarZirgeType1State,OK,663,148,
Davxar Zirge (Type 2),Davxar Zirge (Type 2),DavxarZirgeType2State,OK,317,155,
Dimraw,Dimraw,DimrawState,OK,51,58,
Diris,Diris,DirisState,OK,17,24,
Dris et-Tessa (Diagonals),Dris et-Tessa (Diagonals),DrisEtTessaDiagonalsState,OK,203,28,
Dris et-Tessa,Dris et-Tessa,DrisEtTessaState,OK,72,26,
Duqurjin,Duqurjin,DuqurjinState,OK,26,29,
Feldja,Feldja,FeldjaState,OK,354,28,
Hujura,Hujura,HujuraState,OK,17,28,
Li'b al-Sidr,Li'b al-Sidr,LiBAlSidrState,OK,78,30,
Lian Qi (A-Type),Lian Qi (A-Type),LianQiATypeState,OK,2841,61,
Lian Qi (Bohai),Lian Qi (Bohai),LianQiBohaiState,OK,22,31,
Malomjatek,Malomjatek,MalomjatekState,OK,289,30,
Nzengue (Large),Nzengue (Large),NzengueLargeState,OK,20,28,
Paitariya,Paitariya,PaitariyaState,OK,16,24,
Picaria (Large),Picaria (Large),PicariaLargeState,OK,395,31,
Qirq,Qirq,QirqState,OK,17,26,
Riga Game,Riga Game,RigaGameState,OK,114,41,
Roman Merels,Roman Merels,RomanMerelsState,OK,149,37,
Roman Small Merels,Roman Small Merels,RomanSmallMerelsState,OK,69,22,
Rongmei Naga Alignment Game,Rongmei Naga Alignment Game,RongmeiNagaAlignmentGameState,OK,158,35,
Rwandan Alignment Game,Rwandan Alignment Game,RwandanAlignmentGameState,OK,133,58,
Sgjough,Sgjough,SgjoughState,OK,89,46,
Trique,Trique,TriqueState,OK,2500,51,
Yakamaido,Yakamaido,YakamaidoState,OK,130,38,
Yi,Yi,YiState,OK,464,144,
Apit,Apit,ApitState,OK,2500,55,
Ashanti Draughts,Ashanti Draughts,AshantiDraughtsState,OK,2500,75,
Atlanbagj,Atlanbagj,AtlanbagjState,PLAYOUT_FAIL,0,87,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Damat,Damat,DamatState,PLAYOUT_FAIL,0,101,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Damdaman,Damdaman,DamdamanState,PLAYOUT_FAIL,0,49,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Dame,Dame,DameState,OK,198,52,
Draughts (12x12),Draughts (12x12),Draughts12x12State,PLAYOUT_FAIL,0,121,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Ferses,Ferses,FersesState,PLAYOUT_FAIL,0,69,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Nin Adnai Kit Adnat,Nin Adnai Kit Adnat,NinAdnaiKitAdnatState,PLAYOUT_FAIL,0,188,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Sahkku (Lujavv'r),Sahkku (Lujavv'r),SahkkuLujavvRState,PLAYOUT_FAIL,0,115,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Wakanpamungthae,Wakanpamungthae,WakanpamungthaeState,PLAYOUT_FAIL,0,99,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Yup'ik Checkers,Yup'ik Checkers,YupIkCheckersState,PLAYOUT_FAIL,0,72,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Aiyawatstani,Aiyawatstani,AiyawatstaniState,OK,2500,51,
Alquerque de Doze (Portugal),Alquerque de Doze (Portugal),AlquerqueDeDozePortugalState,OK,307,44,
Guettal,Guettal,GuettalState,OK,2503,99,
Lu Qi,Lu Qi,LuQiState,OK,46,36,
Manipur Capturing Game,Manipur Capturing Game,ManipurCapturingGameState,OK,211,26,
Qirkat,Qirkat,QirkatState,OK,2500,36,
Riga,Riga,RigaState,OK,116,74,
Smasandyutakankarikrida (Allahabad),Smasandyutakankarikrida (Allahabad),SmasandyutakankarikridaAllahabadState,PLAYOUT_FAIL,0,44,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Smasandyutakankarikrida,Smasandyutakankarikrida,SmasandyutakankarikridaState,OK,900,38,
Taptana,Taptana,TaptanaState,OK,13,28,
Totolospi (War),Totolospi (War),TotolospiWarState,OK,2500,85,
Wan Fu Cave Game,Wan Fu Cave Game,WanFuCaveGameState,PLAYOUT_FAIL,0,32,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Andarraya,Andarraya,AndarrayaState,OK,202,86,
Cheng Fang Cheng Long,Cheng Fang Cheng Long,ChengFangChengLongState,OK,27,42,
Cumisitha,Cumisitha,CumisithaState,OK,77,46,
Eleven-Fang,Eleven-Fang,ElevenFangState,OK,2500,103,
Four-Fang,Four-Fang,FourFangState,OK,18,41,
Gwyddbwyll,Gwyddbwyll,GwyddbwyllState,OK,280,67,
Len Sake,Len Sake,?,START_FAIL,0,29,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ludus Rebellionis (Asymmetric),Ludus Rebellionis (Asymmetric),LudusRebellionisAsymmetricState,OK,2500,52,
Ludus Rebellionis 1,Ludus Rebellionis 1,LudusRebellionis1State,OK,101,57,
Ludus Rebellionis 2,Ludus Rebellionis 2,LudusRebellionis2State,OK,2500,76,
Macheng,Macheng,MachengState,OK,2544,49,
Rongmei Naga Capturing Game,Rongmei Naga Capturing Game,RongmeiNagaCapturingGameState,OK,464,43,
Sahmatloudi,Sahmatloudi,SahmatloudiState,OK,54,91,
Samoan Game,Samoan Game,SamoanGameState,OK,2500,50,
Selayar Game,Selayar Game,SelayarGameState,OK,562,47,
Seven-Fang,Seven-Fang,SevenFangState,OK,1221,58,
Ufuba wa Hulana,Ufuba wa Hulana,UfubaWaHulanaState,OK,318,28,
Chatrang (Sassanian),Chatrang (Sassanian),ChatrangSassanianState,OK,186,60,
Chaturanga (Payagunda),Chaturanga (Payagunda),ChaturangaPayagundaState,OK,9,60,
Chess (Siberia),Chess (Siberia),ChessSiberiaState,MOVE_LIMIT,5000,144,exceeded 5000 moves
Samantsy,Samantsy,SamantsyState,OK,101,59,
Sfenj,Sfenj,SfenjState,OK,2500,83,
Shakhmaty (Early Modern),Shakhmaty (Early Modern),ShakhmatyEarlyModernState,MOVE_LIMIT,5000,477,exceeded 5000 moves
Shakhmaty (Medieval),Shakhmaty (Medieval),ShakhmatyMedievalState,OK,235,78,
Shatranj al-Jawarhiya,Shatranj al-Jawarhiya,ShatranjAlJawarhiyaState,OK,226,57,
Shatranj al-Kabir (Constantinople),Shatranj al-Kabir (Constantinople),ShatranjAlKabirConstantinopleState,OK,2500,141,
Skak,Skak,SkakState,OK,334,108,
Two-Player Chaturanga (al-Biruni),Two-Player Chaturanga (al-Biruni),TwoPlayerChaturangaAlBiruniState,OK,298,78,
Bagh Bukree,Bagh Bukree,,LOAD_FAIL,0,4,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Buga Nokhoi,Buga Nokhoi,,LOAD_FAIL,0,14,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Dintja le Nmutla,Dintja le Nmutla,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '[#] (result P2 Win)'. Maybe a wrong bracket type '}'? 
Double Fox and Geese,Double Fox and Geese,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#] use:Vertex'. Maybe a wrong bracket type '}'? Empty substring from '"Fox" [#]'. Maybe a wrong bracket type '}'? Empty substring from '"Geese" [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ix Buga,Ix Buga,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Len Choa,Len Choa,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Leoncito,Leoncito,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Lupo e Pecore,Lupo e Pecore,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Machanan,Machanan,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Mamatjang-Matjang,Mamatjang-Matjang,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Moo (Hunt),Moo (Hunt),,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker1" [#]'. Maybe a wrong bracket type '}'? 
Mudrunggum,Mudrunggum,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '"Tiger1" [#]'. Maybe a wrong bracket type '}'? Empty substring from '"Sheep2" [#]'. Maybe a wrong bracket type '}'? 
Pulijudamu (Four Tigers),Pulijudamu (Four Tigers),,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pulijudamu (Three Tigers),Pulijudamu (Three Tigers),,LOAD_FAIL,0,3,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Riga Game (Small),Riga Game (Small),,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Rongmei Naga Hunt Game,Rongmei Naga Hunt Game,,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Rwandan Hunt Game,Rwandan Hunt Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Shatranj Shir Bakri,Shatranj Shir Bakri,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Smasandyutakankarikrida (Large Triangles),Smasandyutakankarikrida (Large Triangles),,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sua Ghin Gnua,Sua Ghin Gnua,,LOAD_FAIL,0,3,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Treble Fox and Geese,Treble Fox and Geese,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#] use:Vertex'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Uulyn Buga,Uulyn Buga,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Vignone Game,Vignone Game,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Vijayanagara Game,Vijayanagara Game,,LOAD_FAIL,0,14,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Yasasukari Musashi,Yasasukari Musashi,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Aasha,Aasha,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Bhubaneswar Game,Bhubaneswar Game,,LOAD_FAIL,0,3,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pancha (Mahabalipuram with Double Loop),Pancha (Mahabalipuram with Double Loop),,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pancha (Mahabalipuram with Loop),Pancha (Mahabalipuram with Loop),,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pancha (Mahabalipuram),Pancha (Mahabalipuram),,LOAD_FAIL,0,14,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pancha Keliya (Complex),Pancha Keliya (Complex),,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Patolli (Aztec),Patolli (Aztec),,LOAD_FAIL,0,10,CompilerException: Empty substring from '[2 | 4]'. Maybe a wrong bracket type '}'? 
Shuanglu,Shuanglu,,LOAD_FAIL,0,6066,CompilerException: Couldn't close clause '(game "Shuanglu" ...'. Expander can't tokenise the game description. 
Sugoroku,Sugoroku,,LOAD_FAIL,0,17,CompilerException: Empty substring from '[ (board (merge {...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tabal,Tabal,,LOAD_FAIL,0,15,CompilerException: Empty substring from '[ (board (merge {...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tabulae,Tabulae,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tacanaco,Tacanaco,,LOAD_FAIL,0,14,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? 
